Iteration	Posterior	Likelihood	Prior	distance_scale	extirpation_rate	log10_rate_bg	rate_bg
3240	-31.6274	-26.3091	-5.31832	0.01	0.4058388	-2.694875	0.002018947
3250	-31.0042	-25.9192	-5.08501	0.01	0.4602085	-2.220102	0.006024186
3260	-33.4533	-28.6214	-4.83192	0.01	0.5710629	-3.352551	0.0004440675
3270	-32.215	-26.1016	-6.11338	0.01	0.3022156	-2.230753	0.005878241
3280	-32.3436	-26.608	-5.73565	0.01	0.3422317	-2.792099	0.00161399
3290	-30.5293	-25.6713	-4.85805	0.01	0.8544275	-2.530815	0.002945678
3300	-31.2085	-26.0066	-5.20183	0.01	1.097754	-2.708066	0.001958545
3310	-32.1931	-26.4738	-5.71933	0.01	1.372171	-2.870113	0.001348611
3320	-30.9481	-25.6793	-5.26883	0.01	1.136288	-2.59907	0.002517268
3330	-30.4592	-25.5807	-4.87848	0.01	0.8737141	-2.486236	0.003264107
3340	-31.191	-25.8557	-5.33529	0.01	0.4026072	-2.332233	0.004653363
3350	-30.9097	-25.1585	-5.75119	0.01	1.387938	-2.379939	0.00416928
3360	-30.4535	-25.3898	-5.06371	0.01	1.012652	-2.238601	0.005772961
3370	-31.2697	-26.096	-5.1737	0.01	1.081124	-2.73423	0.001844038
3380	-30.4826	-25.6715	-4.81104	0.01	0.5888797	-2.356332	0.004402185
3390	-33.7398	-27.5718	-6.16796	0.01	1.588922	-3.14892	0.0007097089
3400	-30.3809	-25.3964	-4.98455	0.01	0.9584987	-2.277324	0.005280511
3410	-31.729	-25.3295	-6.39948	0.01	1.698063	-2.07766	0.008362582
3420	-30.9871	-26.2119	-4.7752	0.01	0.6362374	-2.064341	0.008623014
3430	-30.3561	-25.5889	-4.76716	0.01	0.7182337	-2.405861	0.003927705
3440	-30.3281	-25.5542	-4.77387	0.01	0.7391494	-2.374125	0.004225471
3450	-30.5886	-25.4256	-5.163	0.01	1.074715	-2.46182	0.003452869
3460	-32.1793	-24.87	-7.30934	0.01	2.123966	-2.402095	0.003961915
3470	-30.4387	-25.4173	-5.02137	0.01	0.9843525	-2.414541	0.003849989
3480	-30.6819	-25.8217	-4.86019	0.01	0.8565196	-2.600503	0.002508981
3490	-31.0152	-25.7311	-5.28413	0.01	1.144901	-2.620297	0.002397193
3500	-30.8291	-25.8044	-5.02463	0.01	0.4787923	-2.437173	0.003654494
3510	-30.7427	-25.7711	-4.97158	0.01	0.4977197	-2.304752	0.004957331
3520	-31.6831	-25.1541	-6.52902	0.01	1.758762	-2.123581	0.007523491
3530	-30.65	-25.3559	-5.29412	0.01	1.150492	-2.442727	0.003608056
3540	-30.7892	-25.9799	-4.80933	0.01	0.5905319	-2.603109	0.002493968
3550	-30.5588	-25.4074	-5.15133	0.01	1.067675	-2.446722	0.003575014
3560	-31.9629	-25.3894	-6.57347	0.01	1.779558	-2.588566	0.002578895
3570	-31.2027	-25.6013	-5.60138	0.01	1.313033	-2.067647	0.008557621
3580	-30.6627	-25.7409	-4.92188	0.01	0.51861	-2.388236	0.004090383
3590	-30.3262	-25.4484	-4.87777	0.01	0.8730688	-2.353323	0.004432793
3600	-31.7445	-26.0325	-5.71201	0.01	0.3451625	-2.537686	0.002899441
3610	-32.5289	-25.1022	-7.4267	0.01	2.179283	-2.531306	0.002942345
3620	-30.9726	-25.1732	-5.79934	0.01	1.411628	-2.405577	0.003930277
3630	-32.771	-25.4674	-7.30358	0.01	2.121254	-1.996757	0.01007494
3640	-35.0758	-27.0506	-8.02526	0.01	2.464779	-3.067907	0.0008552499
3650	-31.6127	-26.8248	-4.78791	0.01	0.7679532	-1.939219	0.01150219
3660	-30.6835	-25.762	-4.92148	0.01	0.5187954	-2.426348	0.00374673
3670	-30.3503	-25.4215	-4.92878	0.01	0.9163671	-2.287532	0.005157845
3680	-30.6162	-25.8506	-4.76561	0.01	0.664238	-2.153497	0.007022686
3690	-34.5836	-28.148	-6.43553	0.01	1.714976	-3.283406	0.0005207083
3700	-30.7051	-25.8568	-4.84826	0.01	0.8446164	-2.097446	0.007990132
3710	-35.7979	-24.626	-11.1719	0.01	4.11674	-2.039036	0.009140376
3720	-34.8183	-24.5134	-10.3049	0.01	3.631244	-2.442331	0.003611345
3730	-30.8256	-26.0431	-4.78249	0.01	0.7580431	-2.66711	0.002152236
3740	-30.7222	-25.4323	-5.2899	0.01	1.148133	-2.157319	0.006961155
3750	-31.2296	-25.8148	-5.41481	0.01	1.216232	-2.660931	0.002183074
3760	-30.7471	-25.9211	-4.826	0.01	0.820436	-2.086659	0.008191068
3770	-30.8977	-26.0674	-4.83026	0.01	0.5723549	-2.636559	0.002309091
3780	-30.3645	-25.6	-4.76455	0.01	0.704774	-2.272686	0.005337207
3790	-31.6071	-25.3268	-6.28034	0.01	1.642032	-2.087208	0.008180724
3800	-32.4973	-26.3823	-6.11506	0.01	0.3020617	-2.698965	0.002000023
3810	-30.4343	-25.6526	-4.7817	0.01	0.756517	-2.199959	0.006310168
3820	-33.5501	-24.6951	-8.855	0.01	2.872939	-2.439724	0.003633091
3830	-30.3113	-25.5245	-4.78684	0.01	0.7660711	-2.330512	0.004671845
3840	-31.6089	-26.1833	-5.42559	0.01	1.221964	-2.7765	0.001673014
3850	-31.2253	-26.2365	-4.98877	0.01	0.9615328	-1.99579	0.0100974
3860	-30.3723	-25.5817	-4.7906	0.01	0.7725025	-2.439309	0.003636566
3870	-31.7974	-26.309	-5.48837	0.01	1.254975	-1.945538	0.01133605
3880	-30.4048	-25.4007	-5.00411	0.01	0.9723935	-2.387863	0.004093897
3890	-31.5528	-26.7866	-4.76621	0.01	0.7141125	-1.952804	0.01114798
3900	-30.4039	-25.395	-5.00889	0.01	0.9757316	-2.383015	0.004139853
3910	-30.4709	-25.6331	-4.83776	0.01	0.8335778	-2.176403	0.006661885
3920	-30.3757	-25.612	-4.76362	0.01	0.6784615	-2.287173	0.005162106
3930	-32.6222	-24.6878	-7.93445	0.01	2.421045	-2.316722	0.004822559
3940	-32.497	-26.9833	-5.51368	0.01	1.268119	-1.861784	0.01374725
3950	-31.4314	-26.1077	-5.32361	0.01	0.4048237	-2.170271	0.00675661
3960	-33.1192	-27.84	-5.27919	0.01	1.142126	-1.792594	0.01612153
3970	-31.728	-26.1925	-5.53549	0.01	0.3692158	-2.635166	0.002316512
3980	-30.6549	-25.2212	-5.4337	0.01	1.226262	-2.276313	0.005292813
3990	-30.9794	-26.2158	-4.76361	0.01	0.6785194	-2.053338	0.008844268
4000	-32.3689	-27.3057	-5.06324	0.01	0.4666064	-3.016971	0.0009616764
4010	-33.4702	-26.0917	-7.37854	0.01	2.156564	-1.896181	0.01270044
4020	-31.1501	-25.998	-5.15207	0.01	1.06812	-2.701269	0.001989439
4030	-33.5729	-26.6703	-6.90257	0.01	1.933313	-2.955986	0.001106661
4040	-31.5698	-26.7501	-4.81978	0.01	0.8130751	-1.942203	0.01142343
4050	-36.1277	-27.9312	-8.19652	0.01	2.547716	-3.261715	0.0005473755
4060	-30.5603	-25.4396	-5.12066	0.01	1.048874	-2.187375	0.006495687
4070	-30.5398	-25.4243	-5.11553	0.01	1.045685	-2.449826	0.003549554
4080	-33.6602	-24.8889	-8.77132	0.01	2.83101	-2.06526	0.008604792
4090	-30.6707	-25.8492	-4.82152	0.01	0.5794663	-2.532871	0.002931767
4100	-33.1435	-25.9513	-7.19224	0.01	2.068935	-2.785285	0.001639513
4110	-30.4636	-25.402	-5.06157	0.01	1.011251	-2.415554	0.003841015
4120	-31.8483	-25.0078	-6.84046	0.01	1.904293	-2.155747	0.006986394
4130	-30.9029	-25.1463	-5.75662	0.01	1.390615	-2.243103	0.005713435
4140	-30.7456	-25.2159	-5.52967	0.01	1.27638	-2.239571	0.005760083
4150	-31.548	-24.9372	-6.61087	0.01	1.79704	-2.33875	0.004584059
4160	-31.1753	-26.3757	-4.79956	0.01	0.6006884	-2.756567	0.001751593
4170	-31.0978	-25.0538	-6.04393	0.01	1.5299	-2.2736	0.005325983
4180	-30.9194	-25.3669	-5.55247	0.01	1.2881	-2.14542	0.007154509
4190	-32.844	-26.0197	-6.82438	0.01	0.2490354	-2.361874	0.004346365
4200	-35.473	-26.2897	-9.18333	0.01	0.1554214	-2.249453	0.005630494
4210	-30.852	-25.8485	-5.00354	0.01	0.4859764	-2.244073	0.005700681
4220	-30.5798	-25.3974	-5.18237	0.01	1.086279	-2.195899	0.006369432
4230	-30.6001	-25.2658	-5.33431	0.01	1.172729	-2.368767	0.004277922
4240	-30.6388	-25.3259	-5.31284	0.01	1.160899	-2.20873	0.006184014
4250	-31.0751	-25.9735	-5.1016	0.01	1.036952	-2.688736	0.00204769
4260	-30.4892	-25.4997	-4.98954	0.01	0.962085	-2.468225	0.003402318
4270	-30.5454	-25.4126	-5.13279	0.01	1.056363	-2.445836	0.003582313
4280	-31.1828	-25.0221	-6.16074	0.01	1.585499	-2.301417	0.004995546
4290	-33.2405	-24.6706	-8.5699	0.01	2.730827	-2.164018	0.006854605
4300	-33.7448	-24.9082	-8.83654	0.01	2.863674	-2.533559	0.002927125
4310	-30.8255	-25.7858	-5.03966	0.01	0.4739116	-2.400221	0.003979044
4320	-30.954	-25.8142	-5.13978	0.01	0.4453579	-2.405093	0.003934662
4330	-31.1903	-25.7362	-5.45413	0.01	1.237048	-2.04845	0.008944381
4340	-32.9737	-27.3678	-5.60591	0.01	1.315327	-3.088386	0.0008158568
4350	-31.5971	-26.7223	-4.87479	0.01	0.5427438	-2.858365	0.001385589
4360	-32.2575	-26.5086	-5.74884	0.01	1.386778	-2.880381	0.0013171
4370	-31.4398	-26.4027	-5.03707	0.01	0.4747389	-2.744201	0.001802182
4380	-33.8989	-26.2051	-7.69382	0.01	2.305929	-1.872319	0.0134178
4390	-30.731	-25.9559	-4.77507	0.01	0.6365101	-2.128667	0.007435897
4400	-30.3768	-25.588	-4.78882	0.01	0.7695101	-2.23252	0.005854369
4410	-30.3601	-25.4323	-4.92781	0.01	0.9155945	-2.380193	0.004166845
4420	-31.2199	-26.122	-5.09793	0.01	0.4565521	-2.143293	0.00718963
4430	-31.8204	-26.9182	-4.90229	0.01	0.8946087	-1.909885	0.01230595
4440	-31.9517	-24.8795	-7.07217	0.01	2.012646	-2.205772	0.006226271
4450	-30.9938	-25.4295	-5.56432	0.01	1.294165	-2.524405	0.002989474
4460	-31.6479	-26.2817	-5.36614	0.01	1.190086	-2.801543	0.001579273
4470	-30.6081	-25.287	-5.32114	0.01	1.165484	-2.390349	0.004070531
4480	-30.3567	-25.5101	-4.84661	0.01	0.8429163	-2.246091	0.005674255
4490	-31.6091	-24.9098	-6.69924	0.01	1.838332	-2.317541	0.004813473
4500	-34.1913	-24.5718	-9.61951	0.01	3.264936	-2.427804	0.00373419
4510	-31.0784	-25.0694	-6.00903	0.01	1.513193	-2.25819	0.005518365
4520	-30.5984	-25.7683	-4.83004	0.01	0.5725224	-2.475215	0.003347995
4530	-31.2077	-26.3003	-4.90736	0.01	0.5255025	-2.717022	0.001918571
4540	-30.4662	-25.5719	-4.8943	0.01	0.887756	-2.183606	0.006552298
4550	-30.9771	-26.1385	-4.83859	0.01	0.5660634	-2.664071	0.00216735
4560	-30.3869	-25.5735	-4.81345	0.01	0.8052343	-2.450936	0.003540493
4570	-30.8781	-25.1233	-5.75476	0.01	1.389699	-2.315881	0.00483191
4580	-30.3657	-25.5906	-4.77503	0.01	0.7420419	-2.427622	0.003735751
4590	-30.45	-25.3242	-5.12581	0.01	1.05206	-2.296129	0.005056744
4600	-30.4194	-25.4601	-4.95932	0.01	0.9399604	-2.224978	0.005956925
4610	-32.6133	-24.7676	-7.84574	0.01	2.378481	-2.39112	0.00406331
4620	-30.8628	-26.0566	-4.80618	0.01	0.5936577	-2.637282	0.002305252
4630	-32.3455	-25.6561	-6.68941	0.01	1.833742	-2.68243	0.002077637
4640	-32.3575	-24.7322	-7.62522	0.01	2.273295	-2.27976	0.005250978
4650	-31.2886	-25.7035	-5.58508	0.01	1.304752	-2.635214	0.002316254
4660	-31.2887	-25.5042	-5.78447	0.01	1.404329	-2.576936	0.002648892
4670	-30.5146	-25.3667	-5.14797	0.01	1.065632	-2.412793	0.003865516
4680	-31.6875	-26.9106	-4.77687	0.01	0.6329039	-1.950077	0.0112182
4690	-34.7635	-27.0602	-7.70339	0.01	2.310485	-3.063776	0.0008634229
4700	-31.0264	-26.0074	-5.01901	0.01	0.4806658	-2.581984	0.002618277
4710	-30.7321	-25.6539	-5.07827	0.01	1.022094	-2.111891	0.007728751
4720	-32.0306	-25.7773	-6.25332	0.01	1.62929	-2.698617	0.002001626
4730	-30.5581	-25.773	-4.78506	0.01	0.7628899	-2.146446	0.007137621
4740	-30.4219	-25.6574	-4.76445	0.01	0.670891	-2.246819	0.00566475
4750	-31.5431	-24.9842	-6.55895	0.01	1.772766	-2.208388	0.006188885
4760	-31.4966	-25.1141	-6.38252	0.01	1.6901	-2.451638	0.003534776
4770	-35.1327	-29.71	-5.42267	0.01	1.220412	-3.617052	0.0002415172
4780	-30.4933	-25.2957	-5.19761	0.01	1.095278	-2.297582	0.005039853
4790	-30.5495	-25.7745	-4.77494	0.01	0.636766	-2.511677	0.003078387
4800	-31.6019	-26.1183	-5.48369	0.01	0.3771282	-2.179957	0.006607588
4810	-31.2047	-26.3347	-4.87005	0.01	0.8659279	-2.780965	0.001655904
4820	-30.7636	-25.5656	-5.19795	0.01	1.095478	-2.542851	0.00286516
4830	-32.0724	-26.1853	-5.88711	0.01	1.454421	-2.799423	0.001587
4840	-30.9506	-25.277	-5.67356	0.01	1.34937	-2.168126	0.006790061
4850	-30.312	-25.4818	-4.83021	0.01	0.8252453	-2.350091	0.004465897
4860	-31.8705	-25.622	-6.24859	0.01	1.627059	-2.018276	0.009587919
4870	-31.8062	-24.9375	-6.86876	0.01	1.917517	-2.193118	0.006410351
4880	-31.213	-25.2447	-5.96823	0.01	1.493603	-2.144239	0.007173995
4890	-30.3961	-25.6306	-4.76556	0.01	0.6644872	-2.278835	0.005262169
4900	-30.4067	-25.3562	-5.05051	0.01	1.003974	-2.341534	0.004554767
4910	-30.4198	-25.6341	-4.78575	0.01	0.7641409	-2.20631	0.006218557
4920	-31.0464	-26.0387	-5.0077	0.01	0.4845257	-2.158621	0.006940313
4930	-31.0606	-25.1579	-5.90267	0.01	1.461964	-2.412966	0.003863969
4940	-30.8305	-26.0668	-4.76371	0.01	0.6973552	-2.664162	0.002166895
4950	-30.323	-25.4922	-4.83083	0.01	0.8259447	-2.283271	0.005208693
4960	-30.4287	-25.4624	-4.96632	0.01	0.9451759	-2.433252	0.003687636
4970	-30.6414	-25.2191	-5.42227	0.01	1.220198	-2.294469	0.005076113
4980	-30.9445	-26.1661	-4.77841	0.01	0.7497411	-2.709616	0.001951568
4990	-34.0485	-25.0886	-8.95994	0.01	2.925779	-2.602109	0.002499716
5000	-30.4794	-25.3705	-5.10893	0.01	1.041559	-2.40249	0.003958316
5010	-31.9214	-25.2171	-6.70425	0.01	1.840674	-2.530388	0.002948573
5020	-30.8366	-25.8827	-4.95398	0.01	0.5047039	-2.520583	0.003015903
5030	-30.9525	-26.0662	-4.88634	0.01	0.5363075	-2.130027	0.007412634
5040	-35.1622	-27.5879	-7.57435	0.01	2.249149	-3.178064	0.0006636456
5050	-30.8275	-26.0508	-4.77672	0.01	0.7459914	-2.667671	0.002149456
5060	-30.3139	-25.473	-4.84093	0.01	0.8369775	-2.308995	0.004909138
5070	-30.5698	-25.7671	-4.80265	0.01	0.597324	-2.48822	0.003249228
5080	-31.1275	-25.5394	-5.5881	0.01	1.306291	-2.085007	0.008222288
5090	-30.6222	-25.2907	-5.33157	0.01	1.171226	-2.23076	0.005878144
5100	-30.7241	-25.2031	-5.52097	0.01	1.271886	-2.259211	0.005505396
5110	-32.6765	-26.0078	-6.66873	0.01	1.824081	-2.781941	0.001652185
5120	-31.8706	-26.9547	-4.91589	0.01	0.9059479	-2.95931	0.001098222
5130	-30.9122	-26.0055	-4.90671	0.01	0.8983385	-2.678277	0.002097599
5140	-30.5059	-25.2856	-5.22031	0.01	1.108524	-2.318483	0.00480305
5150	-30.6094	-25.7786	-4.83076	0.01	0.8258701	-2.125078	0.007497592
5160	-30.3807	-25.6143	-4.76643	0.01	0.7151212	-2.24935	0.005631834
5170	-31.4017	-26.3692	-5.03243	0.01	0.4762357	-2.732508	0.001851365
5180	-30.7394	-25.83	-4.90932	0.01	0.9005248	-2.613275	0.00243627
5190	-30.9879	-26.0676	-4.92037	0.01	0.9096034	-2.701406	0.001988811
5200	-30.4665	-25.6942	-4.77225	0.01	0.734896	-2.502512	0.003144038
5210	-30.4391	-25.4454	-4.99367	0.01	0.9650291	-2.429213	0.003722094
5220	-32.7521	-26.1419	-6.61026	0.01	1.796758	-1.916444	0.0121215
5230	-30.5906	-25.7971	-4.79347	0.01	0.6078327	-2.513319	0.00306677
5240	-31.8147	-24.8647	-6.95003	0.01	1.955497	-2.326651	0.004713555
5250	-31.4367	-25.8967	-5.53999	0.01	0.3685488	-2.325228	0.004729032
5260	-30.4417	-25.5228	-4.91883	0.01	0.9083525	-2.462039	0.003451127
5270	-32.1138	-25.0437	-7.07005	0.01	2.011655	-2.480206	0.003309742
5280	-31.1498	-25.1433	-6.0065	0.01	1.511983	-2.189835	0.006459003
5290	-30.9113	-25.1888	-5.72241	0.01	1.373698	-2.402805	0.003955438
5300	-31.827	-24.897	-6.93	0.01	1.946134	-2.215808	0.006084039
5310	-30.7175	-25.4271	-5.29042	0.01	1.148421	-2.159463	0.006926873
5320	-30.8185	-25.4593	-5.35918	0.01	1.186311	-2.5138	0.003063375
5330	-30.4093	-25.6455	-4.76375	0.01	0.6768966	-2.435433	0.003669165
5340	-31.8827	-26.8458	-5.03684	0.01	0.9948508	-1.906009	0.01241625
5350	-30.9872	-25.9045	-5.08263	0.01	0.4608909	-2.512945	0.003069408
5360	-35.0638	-25.9558	-9.10795	0.01	3.000814	-2.841526	0.001440368
5370	-32.8306	-27.3924	-5.43822	0.01	0.3844582	-3.033643	0.0009254584
5380	-32.4937	-25.5889	-6.9048	0.01	1.934356	-1.991424	0.01019944
5390	-31.6121	-26.7016	-4.91051	0.01	0.9015103	-2.890909	0.001285556
5400	-30.4524	-25.4337	-5.01868	0.01	0.9825063	-2.220897	0.006013165
5410	-30.3197	-25.456	-4.86373	0.01	0.8599348	-2.307894	0.004921593
5420	-31.799	-26.9626	-4.83642	0.01	0.5676608	-2.931284	0.00117143
5430	-30.8544	-25.7901	-5.06433	0.01	0.4662776	-2.393242	0.004043509
5440	-32.7	-26.111	-6.58902	0.01	0.2643606	-2.545224	0.002849547
5450	-30.8467	-25.7849	-5.06188	0.01	0.4670146	-2.375338	0.004213689
5460	-30.773	-25.4706	-5.30244	0.01	1.155125	-2.14005	0.007243533
5470	-30.5354	-25.7655	-4.76997	0.01	0.7282124	-2.16143	0.006895571
5480	-31.8237	-26.9929	-4.83082	0.01	0.8259332	-2.96294	0.001089082
5490	-30.4441	-25.6778	-4.7663	0.01	0.7145086	-2.483134	0.003287504
5500	-32.8028	-26.9642	-5.83856	0.01	1.430806	-2.997831	0.001005006
5510	-31.5921	-26.425	-5.16712	0.01	1.077188	-1.950456	0.01120841
5520	-31.5234	-26.6548	-4.86855	0.01	0.8645185	-2.874349	0.001335522
5530	-30.4005	-25.4008	-4.99963	0.01	0.9692469	-2.385336	0.004117792
5540	-30.5054	-25.7382	-4.76716	0.01	0.7182175	-2.5221	0.003005387
5550	-30.5891	-25.5051	-5.08396	0.01	1.025752	-2.493601	0.003209216
5560	-31.5781	-25.9064	-5.67178	0.01	0.350295	-2.349325	0.004473782
5570	-30.3225	-25.5441	-4.7784	0.01	0.7497135	-2.369122	0.004274431
5580	-30.7347	-25.9463	-4.7884	0.01	0.6144231	-2.139146	0.007258624
5590	-31.2078	-26.36	-4.84773	0.01	0.5596282	-2.053141	0.008848275
5600	-35.8767	-29.2988	-6.57788	0.01	1.781617	-1.645519	0.02261939
5610	-31.9029	-26.8526	-5.0503	0.01	1.00383	-2.940274	0.00114743
5620	-31.1001	-25.1257	-5.97442	0.01	1.496578	-2.399821	0.003982709
5630	-31.7116	-26.8575	-4.85417	0.01	0.5553377	-1.971806	0.01067072
5640	-31.9929	-26.8188	-5.17412	0.01	1.081374	-1.899192	0.0126127
5650	-35.6242	-30.8506	-4.77367	0.01	0.639497	-3.861884	0.0001374409
5660	-30.9663	-26.187	-4.7793	0.01	0.6284568	-2.695449	0.00201628
5670	-32.2425	-25.0553	-7.18714	0.01	2.06654	-2.106429	0.007826568
5680	-31.3784	-25.097	-6.28145	0.01	1.642559	-2.176087	0.006666728
5690	-30.7682	-25.4213	-5.3469	0.01	1.17962	-2.152755	0.00703469
5700	-30.3857	-25.6192	-4.76643	0.01	0.6605593	-2.382928	0.004140685
5710	-31.0505	-25.7922	-5.25833	0.01	1.130341	-2.640206	0.00228978
5720	-32.3386	-26.8915	-5.44711	0.01	1.233349	-1.87504	0.013334
5730	-31.525	-25.4611	-6.06391	0.01	1.539444	-2.581587	0.002620675
5740	-30.3706	-25.3833	-4.98729	0.01	0.9604709	-2.310529	0.004891829
5750	-32.5094	-27.7166	-4.79285	0.01	0.6086004	-1.863879	0.0136811
5760	-33.4842	-28.6979	-4.78633	0.01	0.7651719	-1.762639	0.01727273
5770	-30.4626	-25.662	-4.80058	0.01	0.5995563	-2.340725	0.004563257
5780	-32.092	-26.5236	-5.5684	0.01	0.36441	-2.076823	0.008378698
5790	-30.5865	-25.654	-4.93251	0.01	0.9193278	-2.139267	0.007256597
5800	-30.4721	-25.5217	-4.95043	0.01	0.9332312	-2.190383	0.006450857
5810	-32.3406	-26.7423	-5.59831	0.01	1.311474	-1.884331	0.01305177
5820	-33.0196	-27.5937	-5.42594	0.01	1.222149	-3.137237	0.000729059
5830	-33.4744	-28.0118	-5.46264	0.01	1.24152	-3.235612	0.0005812832
5840	-31.1951	-25.2211	-5.97401	0.01	1.496384	-2.465193	0.003426155
5850	-32.1511	-25.2065	-6.94455	0.01	1.952936	-2.542516	0.002867374
5860	-31.8222	-25.3029	-6.51921	0.01	1.754171	-2.076693	0.008381214
5870	-30.4509	-25.5319	-4.91908	0.01	0.9085557	-2.195418	0.006376496
5880	-30.4941	-25.7123	-4.78177	0.01	0.6242951	-2.238822	0.00577003
5890	-30.8463	-25.1896	-5.65679	0.01	1.340974	-2.38752	0.004097133
5900	-30.951	-25.1561	-5.79487	0.01	1.409434	-2.222236	0.005994657
5910	-30.3695	-25.4078	-4.96171	0.01	0.9417493	-2.36812	0.004284304
5920	-32.6744	-25.4012	-7.27324	0.01	2.106987	-2.629778	0.002345428
5930	-30.4485	-25.6773	-4.77126	0.01	0.6452384	-2.443544	0.003601271
5940	-30.3978	-25.6271	-4.77071	0.01	0.6466619	-2.311838	0.004877109
5950	-32.9103	-28.116	-4.79431	0.01	0.778449	-3.240673	0.0005745487
5960	-33.6157	-24.5935	-9.02225	0.01	2.957293	-2.39096	0.004064807
5970	-30.3509	-25.5756	-4.77531	0.01	0.7427007	-2.263275	0.005454122
5980	-30.8462	-25.4988	-5.34738	0.01	1.179882	-2.531323	0.002942235
5990	-30.4086	-25.3552	-5.05345	0.01	1.005913	-2.296137	0.005056654
6000	-30.4102	-25.6437	-4.76643	0.01	0.71509	-2.458187	0.003481871
6010	-30.608	-25.8426	-4.76541	0.01	0.6652425	-2.559778	0.002755634
6020	-31.9533	-26.1565	-5.79673	0.01	1.410346	-2.787413	0.001631499
6030	-31.5432	-24.9723	-6.57088	0.01	1.778347	-2.373879	0.004227862
6040	-31.3615	-25.7989	-5.56262	0.01	1.293296	-2.666153	0.002156986
6050	-30.6902	-25.7675	-4.9227	0.01	0.5182336	-2.282565	0.005217172
6060	-31.1757	-25.7768	-5.39891	0.01	1.207739	-2.044231	0.009031684
6070	-31.9142	-25.0679	-6.84625	0.01	1.906999	-2.128832	0.007433068
6080	-32.57	-26.3691	-6.20087	0.01	1.60451	-2.860556	0.001378617
6090	-32.7602	-24.9885	-7.77161	0.01	2.343028	-2.505737	0.003120777
6100	-30.8861	-25.4871	-5.39907	0.01	1.207823	-2.121112	0.007566369
6110	-31.7093	-25.2221	-6.48722	0.01	1.739197	-2.515985	0.003047998
6120	-31.7114	-24.9416	-6.76981	0.01	1.871293	-2.205844	0.006225235
6130	-31.6271	-24.9683	-6.65883	0.01	1.819456	-2.203513	0.006258741
6140	-31.0176	-26.1447	-4.87294	0.01	0.5438115	-2.106021	0.007833915
6150	-31.8526	-25.2289	-6.62374	0.01	1.803059	-2.529459	0.002954886
6160	-31.7389	-25.9444	-5.79449	0.01	0.3351909	-2.312193	0.004873115
6170	-30.4947	-25.7199	-4.77477	0.01	0.6371369	-2.225536	0.005949277
6180	-30.833	-25.8617	-4.9713	0.01	0.4978265	-2.502791	0.003142024
6190	-30.4081	-25.442	-4.96609	0.01	0.9450059	-2.236252	0.005804281
6200	-30.6709	-25.2336	-5.43731	0.01	1.228172	-2.367528	0.004290142
6210	-31.3504	-26.5759	-4.77446	0.01	0.6377867	-2.825846	0.001493325
6220	-32.2686	-27.4268	-4.84178	0.01	0.8378754	-3.075495	0.000840437
6230	-31.4827	-25.6153	-5.8674	0.01	1.444851	-2.624118	0.002376194
6240	-31.0211	-25.5829	-5.43819	0.01	1.228639	-2.087741	0.008170695
6250	-30.9284	-26.0296	-4.89882	0.01	0.8916579	-2.046509	0.008984445
6260	-32.0656	-25.956	-6.10962	0.01	0.3025625	-2.405789	0.003928361
6270	-30.5687	-25.7664	-4.80227	0.01	0.7902743	-2.139815	0.007247442
6280	-30.4573	-25.3202	-5.13712	0.01	1.059016	-2.294093	0.005080506
6290	-30.9749	-25.3902	-5.58469	0.01	1.304552	-2.132365	0.007372852
6300	-31.446	-25.9387	-5.50725	0.01	0.3734746	-2.482862	0.003289558
6310	-30.5322	-25.2869	-5.24532	0.01	1.122923	-2.273477	0.00532749
6320	-31.6975	-25.353	-6.34457	0.01	1.672267	-2.559819	0.002755374
6330	-30.55	-25.2669	-5.28304	0.01	1.14429	-2.33669	0.004605848
6340	-31.6752	-24.9886	-6.68661	0.01	1.832433	-2.407543	0.003912522
6350	-31.8917	-25.2074	-6.6843	0.01	1.831355	-2.524818	0.002986632
6360	-31.2422	-25.4427	-5.79957	0.01	1.411738	-2.553351	0.002796718
6370	-30.9689	-26.0533	-4.9156	0.01	0.9057102	-2.038953	0.009142129
6380	-31.0395	-26.276	-4.76355	0.01	0.6794372	-2.041109	0.009096852
6390	-32.9717	-26.1835	-6.78818	0.01	1.879873	-2.832446	0.0014708
6400	-31.3574	-25.8747	-5.48278	0.01	0.377271	-2.386223	0.004109384
6410	-30.6933	-25.9021	-4.79124	0.01	0.6106441	-2.15534	0.006992942
6420	-32.1151	-24.9762	-7.13883	0.01	2.043881	-2.451103	0.003539137
6430	-31.0797	-25.5756	-5.50408	0.01	1.263144	-2.580972	0.002624388
6440	-37.8631	-26.2774	-11.5858	0.01	4.357741	-1.785962	0.01636961
6450	-32.7715	-25.215	-7.55649	0.01	2.240682	-2.580973	0.002624385
6460	-30.7784	-25.8586	-4.91982	0.01	0.5195642	-2.216253	0.006077811
6470	-32.7029	-25.4835	-7.21938	0.01	2.081674	-2.653399	0.002221268
6480	-32.5106	-24.7546	-7.75593	0.01	2.335542	-2.36748	0.004290622
6490	-30.5706	-25.2782	-5.29239	0.01	1.149522	-2.36724	0.00429299
6500	-31.1756	-26.2194	-4.95623	0.01	0.503787	-2.681975	0.002079819
6510	-34.015	-27.2703	-6.74465	0.01	1.859541	-3.091862	0.0008093535
6520	-30.8802	-25.3298	-5.55041	0.01	1.28704	-2.471155	0.003379439
6530	-30.3189	-25.488	-4.83086	0.01	0.8259859	-2.290889	0.005118132
